Date,Open,High,Low,Close,Volume,Adj Close
2014-12-31,0.02,0.10,0.01,0.02,13421000,0.02
2014-12-30,0.02,0.03,0.02,0.02,6376100,0.02
2014-12-29,0.03,0.03,0.02,0.02,10894200,0.02
2014-12-26,0.03,0.03,0.01,0.03,2464300,0.03
2014-12-24,0.03,0.03,0.03,0.03,1733600,0.03
2014-12-23,0.03,0.03,0.03,0.03,3710700,0.03
2014-12-22,0.03,0.03,0.03,0.03,3592400,0.03
2014-12-19,0.03,0.03,0.03,0.03,2968000,0.03
2014-12-18,0.03,0.04,0.03,0.03,3856200,0.03
2014-12-17,0.03,0.04,0.02,0.03,2888500,0.03
2014-12-16,0.04,0.04,0.03,0.03,3544900,0.03
2014-12-15,0.04,0.04,0.02,0.04,1781200,0.04
2014-12-12,0.04,0.04,0.03,0.04,1344300,0.04
2014-12-11,0.04,0.04,0.04,0.04,1581600,0.04
2014-12-10,0.04,0.04,0.04,0.04,1552600,0.04
2014-12-09,0.04,0.36,0.04,0.04,4210800,0.04
2014-12-08,0.05,0.05,0.04,0.04,1909900,0.04
2014-12-05,0.04,0.05,0.04,0.04,3133100,0.04
2014-12-04,0.04,0.05,0.04,0.04,3962200,0.04
2014-12-03,0.04,0.05,0.04,0.04,2781900,0.04
2014-12-02,0.04,0.05,0.04,0.04,1449200,0.04
2014-12-01,0.05,0.05,0.04,0.05,1688500,0.05
2014-11-28,0.05,0.05,0.04,0.05,1467500,0.05
2014-11-26,0.04,0.05,0.04,0.05,2789900,0.05
2014-11-25,0.05,0.05,0.04,0.05,2592800,0.05
2014-11-24,0.05,0.05,0.04,0.05,1102800,0.05
2014-11-21,0.05,0.05,0.02,0.05,2014100,0.05
2014-11-20,0.05,0.06,0.05,0.05,1340900,0.05
2014-11-19,0.05,0.06,0.04,0.05,712300,0.05
2014-11-18,0.05,0.06,0.05,0.05,1374300,0.05
2014-11-17,0.05,0.06,0.05,0.05,821300,0.05
2014-11-14,0.06,0.06,0.05,0.05,576600,0.05
2014-11-13,0.06,0.06,0.05,0.06,889500,0.06
2014-11-12,0.06,0.06,0.05,0.06,1666700,0.06
2014-11-11,0.05,0.06,0.05,0.06,2033600,0.06
2014-11-10,0.06,0.07,0.06,0.06,1156500,0.06
2014-11-07,0.06,0.07,0.05,0.06,1669400,0.06
2014-11-06,0.07,0.07,0.06,0.06,2086700,0.06
2014-11-05,0.07,0.08,0.01,0.07,2530000,0.07
2014-11-04,0.08,0.09,0.06,0.07,4665400,0.07
2014-11-03,0.06,0.07,0.05,0.06,4467300,0.06
2014-10-31,0.06,0.07,0.05,0.06,1952100,0.06
2014-10-30,0.06,0.06,0.05,0.05,1459000,0.05
2014-10-29,0.06,0.06,0.05,0.05,1927900,0.05
2014-10-28,0.06,0.07,0.05,0.06,1871900,0.06
2014-10-27,0.06,0.06,0.05,0.06,1340200,0.06
2014-10-24,0.06,0.06,0.05,0.06,1204600,0.06
2014-10-23,0.05,0.07,0.05,0.06,3067700,0.06
2014-10-22,0.04,0.06,0.04,0.05,2084100,0.05
2014-10-21,0.04,0.06,0.04,0.05,1709300,0.05
2014-10-20,0.05,0.05,0.04,0.05,1480100,0.05
2014-10-17,0.05,0.05,0.04,0.04,736900,0.04
2014-10-16,0.05,0.06,0.04,0.05,2928600,0.05
2014-10-15,0.05,0.05,0.04,0.05,1075500,0.05
2014-10-14,0.05,0.06,0.04,0.05,3390300,0.05
2014-10-13,0.05,0.05,0.02,0.05,4055700,0.05
2014-10-10,0.05,0.06,0.04,0.04,1138100,0.04
2014-10-09,0.05,0.06,0.04,0.05,3891600,0.05
2014-10-08,0.05,0.06,0.04,0.05,1840400,0.05
2014-10-07,0.05,0.06,0.04,0.05,1861100,0.05
2014-10-06,0.05,0.06,0.04,0.05,1951400,0.05
2014-10-03,0.06,0.06,0.04,0.04,713000,0.04
2014-10-02,0.06,0.06,0.04,0.04,982300,0.04
2014-10-01,0.05,0.06,0.04,0.06,833900,0.06
2014-09-30,0.05,0.06,0.04,0.05,1558800,0.05
2014-09-29,0.06,0.07,0.04,0.04,1228000,0.04
2014-09-26,0.06,0.06,0.04,0.06,2164700,0.06
2014-09-25,0.06,0.06,0.04,0.05,717200,0.05
2014-09-24,0.06,0.06,0.04,0.06,1197000,0.06
2014-09-23,0.06,0.06,0.05,0.06,1044000,0.06
2014-09-22,0.06,0.06,0.01,0.06,1972500,0.06
2014-09-19,0.07,0.08,0.05,0.05,1676000,0.05
2014-09-18,0.06,0.07,0.06,0.06,1362900,0.06
2014-09-17,0.07,0.07,0.05,0.06,1586300,0.06
2014-09-16,0.07,0.07,0.05,0.07,1708900,0.07
2014-09-15,0.07,0.07,0.06,0.07,1043900,0.07
2014-09-12,0.07,0.07,0.06,0.07,529400,0.07
2014-09-11,0.07,0.07,0.06,0.06,1451700,0.06
2014-09-10,0.07,0.08,0.06,0.06,826500,0.06
2014-09-09,0.07,0.07,0.06,0.07,1415200,0.07
2014-09-08,0.07,0.08,0.06,0.06,956800,0.06
2014-09-05,0.07,0.08,0.06,0.07,776900,0.07
2014-09-04,0.07,0.08,0.06,0.06,2045500,0.06
2014-09-03,0.07,0.08,0.06,0.07,1121300,0.07
2014-09-02,0.08,0.09,0.06,0.06,1272000,0.06
2014-08-29,0.08,0.08,0.06,0.08,819100,0.08
2014-08-28,0.07,0.08,0.06,0.07,1690800,0.07
2014-08-27,0.08,0.08,0.06,0.08,1045900,0.08
2014-08-26,0.08,0.11,0.06,0.08,1415300,0.08
2014-08-25,0.08,0.08,0.06,0.08,928800,0.08
2014-08-22,0.08,0.08,0.07,0.07,1164800,0.07
2014-08-21,0.08,0.09,0.06,0.08,1302200,0.08
2014-08-20,0.07,0.08,0.07,0.07,1862600,0.07
2014-08-19,0.07,0.08,0.07,0.07,2801400,0.07
2014-08-18,0.07,0.08,0.06,0.07,1401800,0.07
2014-08-15,0.08,0.09,0.06,0.06,1171500,0.06
2014-08-14,0.08,0.08,0.06,0.08,989900,0.08
2014-08-13,0.07,0.08,0.06,0.08,1559300,0.08
2014-08-12,0.08,0.08,0.06,0.06,1429700,0.06
2014-08-11,0.07,0.08,0.06,0.07,2677500,0.07
2014-08-08,0.08,0.08,0.06,0.07,1521000,0.07
2014-08-07,0.08,0.09,0.07,0.08,1460800,0.08
2014-08-06,0.09,0.80,0.07,0.08,1391900,0.08
2014-08-05,0.08,0.09,0.01,0.08,2376100,0.08
2014-08-04,0.09,0.09,0.07,0.08,1606700,0.08
2014-08-01,0.08,0.09,0.07,0.08,2404200,0.08
2014-07-31,0.08,0.09,0.07,0.07,1844600,0.07
2014-07-30,0.08,0.09,0.08,0.08,951300,0.08
2014-07-29,0.09,0.10,0.08,0.08,1859200,0.08
2014-07-28,0.08,0.09,0.07,0.08,1941300,0.08
2014-07-25,0.09,0.09,0.07,0.08,1428200,0.08
2014-07-24,0.10,0.10,0.08,0.09,1725600,0.09
2014-07-23,0.10,0.10,0.08,0.10,1452700,0.10
2014-07-22,0.10,0.10,0.09,0.10,986000,0.10
