Date,Open,High,Low,Close,Volume,Adj Close
2009-12-31,213.130005,213.349997,210.559999,210.730003,88102700,28.030537
2009-12-30,208.83,212.000006,208.310001,211.639997,103021100,28.151581
2009-12-29,212.629993,212.719995,208.729998,209.100006,111301400,27.813721
2009-12-28,211.719999,213.949997,209.610004,211.609997,161141400,28.147591
2009-12-24,203.549999,209.349998,203.349995,209.040005,125222300,27.80574
2009-12-23,201.199999,202.379999,200.810003,202.100006,86381400,26.882606
2009-12-22,199.439999,200.850004,198.659994,200.360006,87378900,26.651158
2009-12-21,196.050001,199.750006,195.670006,198.229998,152976600,26.367832
2009-12-18,193.170002,195.500002,192.600002,195.43,152192600,25.995387
2009-12-17,194.26,195.000004,191.000006,191.859999,97209700,25.520518
2009-12-16,195.100006,196.499998,194.549994,195.030005,88246200,25.942181
2009-12-15,195.829996,197.509995,193.270004,194.169998,104864900,25.827786
2009-12-14,195.369999,197.430006,192.560001,196.979996,123947600,26.201561
2009-12-11,197.780001,198.000006,193.429995,194.669996,107443700,25.894294
2009-12-10,199.50,199.700005,196.120003,196.429996,122417400,26.128402
2009-12-09,191.279999,198.159996,190.310003,197.800001,171195500,26.310635
2009-12-08,189.359995,192.349997,188.700006,189.870007,172599700,25.255816
2009-12-07,193.320005,193.770002,188.680006,188.949999,178689700,25.13344
2009-12-04,199.700005,199.879995,190.280003,193.320005,206721200,25.714723
2009-12-03,197.420006,198.980001,196.270006,196.479998,112179900,26.135053
2009-12-02,198.960001,201.420004,195.749994,196.230005,178815000,26.1018
2009-12-01,202.239996,202.769995,196.830006,196.969995,116440800,26.200231
2009-11-30,201.109997,201.679996,198.769997,199.909996,106214500,26.591299
2009-11-27,199.219994,202.959999,198.370001,200.589998,73814300,26.681751
2009-11-25,205.400002,205.649994,203.760004,204.190001,71613500,27.16061
2009-11-24,205.33,205.879999,202.899998,204.440006,79609600,27.193865
2009-11-23,203.00,206.000002,202.949999,205.879999,118724200,27.385407
2009-11-20,199.150005,200.389994,197.76,199.919996,101666600,26.592629
2009-11-19,204.609997,204.609997,199.799994,200.509996,135581600,26.671109
2009-11-18,206.540001,206.999998,203.999996,205.960001,93580200,27.396049
2009-11-17,206.080004,207.439995,205.000006,206.999998,99128400,27.534386
2009-11-16,205.480003,207.999994,205.010006,206.630003,121301600,27.48517
2009-11-13,202.869997,204.830002,202.070005,204.450006,85810200,27.195195
2009-11-12,203.140003,204.870003,201.430004,201.990004,90932800,26.867974
2009-11-11,204.559996,205.000006,201.83,203.250006,110967500,27.035575
2009-11-10,201.019995,204.980005,201.009995,202.98,100298800,26.99966
2009-11-09,196.939995,201.900002,196.260006,201.460005,132213900,26.797476
2009-11-06,192.51,195.189995,192.399998,194.340002,73774400,25.850399
2009-11-05,192.399998,195.000004,191.819998,194.029995,96200300,25.809163
2009-11-04,190.73,193.850004,190.230001,190.810001,121882600,25.380851
2009-11-03,187.85,189.519999,185.919996,188.749994,130635400,25.106837
2009-11-02,189.800005,192.879995,185.570002,189.309994,169745800,25.181326
2009-10-30,196.060001,196.800005,188.169994,188.500002,179381300,25.073583
2009-10-29,195.000004,196.810005,192.140005,196.349995,142567600,26.117761
2009-10-28,197.709999,198.020006,191.099995,192.399998,204596700,25.592347
2009-10-27,201.659996,202.809996,196.449997,197.370005,189137900,26.253439
2009-10-26,203.670002,206.750006,200.10,202.480001,121084600,26.933152
2009-10-23,205.699995,205.799997,203.230005,203.939995,105196700,27.127355
2009-10-22,204.699999,207.850004,202.510002,205.199997,197848000,27.294956
2009-10-21,199.52,208.709997,199.229994,204.920004,298431700,27.257712
2009-10-20,200.599998,201.749998,197.850002,198.759996,285259800,26.438331
2009-10-19,187.85,189.999996,185.550001,189.860006,235557700,25.254486
2009-10-16,189.349995,190.360004,187.84,188.050005,107856700,25.013726
2009-10-15,189.630001,190.920004,189.529999,190.559996,93389100,25.347596
2009-10-14,192.249994,192.319996,190.230001,191.289999,93877700,25.444699
2009-10-13,190.629997,191.169996,189.700003,190.019997,87005100,25.275768
2009-10-12,191.020006,191.510004,189.640001,190.810001,72006200,25.380851
2009-10-09,188.969999,190.699999,188.620005,190.469994,73318000,25.335625
2009-10-08,190.659998,191.450003,188.889997,189.270006,109552800,25.176007
2009-10-07,189.760004,190.549995,189.030001,190.250002,116417000,25.306362
2009-10-06,187.739998,190.009996,187.300001,190.009996,151271400,25.274437
2009-10-05,186.200003,186.860004,184.269999,186.019999,105783300,24.743702
2009-10-02,181.41,185.939997,181.349998,184.90,138327000,24.594724
2009-10-01,185.349997,186.220003,180.699997,180.860001,131177900,24.057338
2009-09-30,186.130001,186.449995,182.610001,185.349997,134896300,24.654581
2009-09-29,186.730001,187.400003,184.309999,185.379997,86346400,24.658572
2009-09-28,183.870003,186.68,183.330004,186.150002,84361200,24.760995
2009-09-25,182.01,185.50,181.440001,182.369995,111309800,24.258192
2009-09-24,187.199999,187.699997,182.770004,183.820002,137720100,24.451067
2009-09-23,185.399998,188.899998,185.030003,185.50,148390900,24.674534
2009-09-22,185.190006,185.379997,182.850006,184.480003,89188400,24.538858
2009-09-21,184.289999,185.160006,181.620005,184.020006,109428900,24.477671
2009-09-18,185.829994,186.549997,184.759996,185.020002,150395700,24.610687
2009-09-17,181.98,186.790003,181.969999,184.550005,202643000,24.548169
2009-09-16,177.990002,182.750004,177.879999,181.869997,188505800,24.191684
2009-09-15,174.040005,175.650002,173.589994,175.160004,106617700,23.299145
2009-09-14,170.829998,173.900002,170.249998,173.719997,80502800,23.107601
2009-09-11,172.910006,173.179998,170.869999,172.160002,87240300,22.900096
2009-09-10,172.059999,173.25,170.809998,172.559998,122783500,22.953302
2009-09-09,172.780003,174.470001,169.699999,171.140005,202771800,22.76442
2009-09-08,172.979994,173.139997,171.999998,172.930006,78761900,23.002519
2009-09-04,167.279997,170.699995,167.090006,170.309999,93657200,22.654016
2009-09-03,166.440004,167.100006,164.999998,166.549994,73488800,22.153873
2009-09-02,164.620003,167.610004,164.110004,165.180002,91062300,21.971642
2009-09-01,167.99,170.000006,164.939997,165.300005,117257000,21.987604
