Date,Open,High,Low,Close,Volume,Adj Close
2006-12-29,35.249997,35.690002,34.780004,34.850002,2443300,24.0102
2006-12-28,34.520002,35.530003,34.520002,35.360005,5178300,24.361571
2006-12-27,34.390003,34.799995,34.330002,34.699997,2027700,23.906853
2006-12-26,33.700005,34.320006,33.650001,34.200001,1315700,23.562377
2006-12-22,34.079996,34.390003,33.659995,33.719999,2403000,23.231675
2006-12-21,33.970002,34.390003,33.81,34.249995,2922800,23.59682
2006-12-20,34.150007,34.95,34.039999,34.049996,5934500,23.45903
2006-12-19,33.700005,34.299999,33.659995,34.119994,1963600,23.507255
2006-12-18,34.079996,34.299999,33.919995,34.079996,1588500,23.479699
2006-12-15,34.019995,34.320006,33.900004,34.079996,3609900,23.479699
2006-12-14,33.749999,34.269999,33.749999,34.060006,4210800,23.465926
2006-12-13,33.860007,34.000002,33.619998,33.840003,3256800,23.314353
2006-12-12,33.499993,34.420004,33.229999,33.860007,5897500,23.328135
2006-12-11,33.350004,33.700005,33.26,33.570007,1937600,23.128337
2006-12-08,33.199999,33.689995,33.039997,33.429996,1995600,23.031875
2006-12-07,33.299997,33.650001,33.150005,33.220003,3289800,22.887199
2006-12-06,33.190002,33.320001,32.890005,33.069998,2662800,22.783851
2006-12-05,33.00,33.830007,32.749994,33.160002,5723000,22.845861
2006-12-04,31.999995,32.749994,31.999995,32.619996,4452800,22.473819
2006-12-01,31.969995,32.069995,31.679994,31.969995,3399000,22.025995
2006-11-30,32.050002,32.150003,31.799999,31.839996,6192900,21.936432
2006-11-29,32.600005,32.649996,31.709995,32.040008,8453700,22.074232
2006-11-28,32.600005,32.890005,32.299992,32.600005,5114900,22.460046
2006-11-27,33.450002,33.459999,32.449997,32.609999,3723600,22.466932
2006-11-24,33.220003,33.700005,33.199999,33.559997,1347500,23.12144
2006-11-22,33.55,33.599994,33.299997,33.420002,5975300,23.02499
2006-11-21,33.740002,33.740002,33.450002,33.629994,4763100,23.169666
2006-11-20,33.55,33.979998,33.459999,33.740002,3130300,23.245457
2006-11-17,33.459999,33.840003,33.299997,33.749999,3484900,23.252344
2006-11-16,33.190002,33.949998,33.00,33.650001,4576500,23.18345
2006-11-15,33.00,33.429996,32.900002,33.139995,4859000,22.832077
2006-11-14,32.900002,33.429996,32.250001,33.00,16888000,22.735626
2006-11-13,34.299999,35.149999,34.249995,35.000007,5801300,24.113548
2006-11-10,34.079996,34.409994,34.030005,34.339996,2835000,23.658828
2006-11-09,33.830007,34.239998,33.81,34.079996,4703200,23.479699
2006-11-08,33.380005,33.879998,33.299997,33.669991,2743000,23.197222
2006-11-07,34.009999,34.260002,33.629994,33.629994,2615800,23.169666
2006-11-06,32.930002,34.109997,32.900002,34.030005,5054200,23.445257
2006-11-03,33.529996,33.710002,32.900002,32.930002,3918500,22.687401
2006-11-02,33.970002,33.979998,33.199999,33.410005,2871600,23.018102
2006-11-01,33.900004,34.550005,33.55,34.090006,4555900,23.486595
2006-10-31,35.000007,35.810007,34.970007,35.600001,3892600,23.10973
2006-10-30,34.799995,35.080001,34.650003,34.900006,1595000,22.655329
2006-10-27,35.419993,35.449996,34.799995,34.880002,3304900,22.642343
2006-10-26,35.119996,35.479996,34.900006,35.419993,1299400,22.992878
2006-10-25,34.900006,35.049998,34.69,35.029994,2243800,22.739711
2006-10-24,34.750001,34.95,34.580006,34.929993,2523000,22.674795
2006-10-23,35.089995,35.419993,34.569996,34.789998,2680800,22.583917
2006-10-20,34.970007,35.040004,34.650003,34.92,2711300,22.668308
2006-10-19,34.850002,35.100005,34.650003,34.92,3005600,22.668308
2006-10-18,34.650003,35.119996,34.539995,35.010001,5366600,22.726732
2006-10-17,33.900004,34.599996,33.900004,34.40,7013500,22.33075
2006-10-16,34.499998,34.629997,34.200001,34.320006,2612600,22.278822
2006-10-13,33.499993,34.629997,33.489999,34.499998,4166200,22.395664
2006-10-12,33.209993,33.719999,33.169996,33.580001,2367800,21.798448
2006-10-11,33.00,33.659995,32.790007,33.180006,3588000,21.538791
2006-10-10,33.350004,33.610004,33.220003,33.350004,2865600,21.649145
2006-10-09,33.050007,33.580001,32.770001,33.420002,3899000,21.694584
2006-10-06,32.649996,33.399995,32.419997,33.29,2934000,21.610194
2006-10-05,32.839998,33.009997,32.500004,32.900002,2375800,21.357027
2006-10-04,32.150003,33.120005,32.140006,33.039997,3541300,21.447905
2006-10-03,32.069995,32.579998,32.050002,32.240004,3219700,20.92859
2006-10-02,32.500004,32.779997,32.12,32.319999,3959100,20.980518
2006-09-29,33.00,33.169996,32.639999,32.689993,2035200,21.2207
2006-09-28,32.180003,33.009997,32.059999,32.979994,5407000,21.408953
2006-09-27,32.950006,33.050007,32.12,32.270005,5656300,20.948064
2006-09-26,32.819994,33.250003,32.529991,32.939996,3220700,21.382989
2006-09-25,32.529991,33.169996,32.280002,32.890005,2681600,21.350537
2006-09-22,32.950006,32.979994,32.189997,32.48,3529800,21.084383
2006-09-21,32.960003,33.399995,32.830002,33.080008,5135000,21.473877
2006-09-20,31.83,32.689993,31.790002,32.600005,4959800,21.162284
2006-09-19,31.200005,31.470002,30.840005,31.449995,3791900,20.415755
2006-09-18,30.929995,31.31,30.79,31.179999,3412400,20.240487
2006-09-15,31.02,31.05,30.499997,30.919999,6559600,20.071708
2006-09-14,31.100007,31.240002,30.750003,31.000006,3120600,20.123645
2006-09-13,31.60,31.679994,31.200005,31.349997,2713700,20.350841
2006-09-12,31.080001,31.649994,31.010003,31.500002,4209100,20.448217
2006-09-11,30.550004,31.379997,30.550004,31.089997,6983800,20.182063
2006-09-08,30.499997,30.850001,30.450006,30.680006,1691600,19.915917
2006-09-07,30.550004,30.949999,30.309995,30.439996,3284300,19.760115
2006-09-06,31.349997,31.360007,30.650002,30.689999,3316800,19.922404
2006-09-05,31.34,31.649994,30.870008,31.57,2906900,20.493656
2006-09-01,32.159997,32.250001,31.520006,31.520006,3110300,20.461203
2006-08-31,32.180003,32.250001,31.630001,32.159997,2546000,20.876653
2006-08-30,31.560003,32.099996,31.520006,31.999995,3505300,20.772788
2006-08-29,30.880002,31.449995,30.859998,31.360007,3132100,20.357339
2006-08-28,30.439996,30.959996,30.420006,30.799994,2177000,19.993807
2006-08-25,30.469997,30.669996,30.350008,30.469997,2741600,19.77959
2006-08-24,30.699996,31.000006,30.499997,30.569995,2402900,19.844503
2006-08-23,30.799994,31.159995,30.520004,30.539994,1795500,19.825028
2006-08-22,31.179999,31.479996,30.850001,30.889998,3217400,20.052233
2006-08-21,31.699998,31.709995,31.200005,31.319996,1948100,20.331367
2006-08-18,32.270005,32.270005,31.419995,31.799999,4099500,20.64296
2006-08-17,31.999995,32.330009,31.720005,32.280002,3098100,20.954554
2006-08-16,31.739995,32.280002,30.840005,32.009992,5767300,20.779277
2006-08-15,30.889998,31.850006,30.699996,31.119998,8751200,20.201537
2006-08-14,27.44,28.870001,27.419994,28.470006,5375900,18.481296
2006-08-11,27.649993,27.679994,27.100006,27.200004,2291000,17.656875
2006-08-10,27.189995,27.860002,27.08,27.799998,3337700,18.046361
2006-08-09,27.430004,28.259997,27.15,27.279999,2311500,17.708803
2006-08-08,27.750007,27.809995,26.959998,27.08,2914100,17.578974
2006-08-07,27.939993,27.999997,27.509998,27.750007,2060100,18.013909
2006-08-04,28.610001,28.999999,27.750007,28.050004,2121300,18.208652
2006-08-03,27.850005,28.340004,27.739997,28.199996,2223400,18.306019
2006-08-02,27.999997,28.570004,27.799998,28.129996,3397100,18.260579
2006-08-01,28.319998,28.340004,27.750007,28.050004,3743600,18.208652
2006-07-31,27.799998,28.540003,27.649993,28.440003,2374400,18.461819
2006-07-28,27.630003,28.169993,27.470001,27.920003,4428900,18.124262
2006-07-27,27.999997,28.180003,27.490007,27.530002,4963500,17.871093
2006-07-26,29.079994,29.109994,27.799998,27.809995,7971500,18.05285
2006-07-25,29.039996,29.819996,28.879995,29.160001,3711100,18.929206
2006-07-24,27.890002,29.259999,27.890002,29.039996,4984100,18.851305
2006-07-21,28.900001,28.909998,27.479997,27.860002,4913300,18.085312
2006-07-20,29.499995,29.959994,28.719996,28.77,3421000,18.676037
2006-07-19,28.380002,29.499995,28.380002,29.399997,3133100,19.085
2006-07-18,28.830004,28.999999,27.679994,28.299994,3659800,18.370933
2006-07-17,28.649998,28.890005,28.530007,28.84,3440500,18.721478
2006-07-14,28.449999,28.790007,28.150002,28.689992,3501700,18.6241
2006-07-13,28.449999,28.830004,28.210003,28.470006,5448000,18.481296
2006-07-12,30.179996,30.179996,27.879993,28.500006,9756400,18.500771
2006-07-11,30.650002,30.650002,29.369994,30.179996,7294200,19.591336
2006-07-10,31.179999,31.400004,30.53,30.750003,2190000,19.961356
2006-07-07,31.500002,31.500002,30.739993,31.02,2374800,20.136624
2006-07-06,31.319996,31.869997,31.31,31.639997,2054200,20.539095
2006-07-05,31.669998,31.750005,31.05,31.330004,3467000,20.337863
2006-07-03,31.739995,31.999995,31.479996,31.86,1393400,20.68191
2006-06-30,31.560003,32.110006,31.539999,31.560003,5431800,20.487167
2006-06-29,30.669996,31.539999,30.499997,31.509996,3764400,20.454705
2006-06-28,30.43,30.820001,30.070002,30.560001,3484100,19.838016
2006-06-27,30.599998,31.400004,30.379993,30.439996,5071500,19.760115
2006-06-26,31.300003,31.539999,31.059994,31.439998,3932400,20.409266
2006-06-23,31.999995,31.999995,29.840002,31.189995,8503900,20.246976
2006-06-22,32.560008,32.719994,32.099996,32.270005,1848400,20.948064
2006-06-21,32.169994,32.879995,32.169994,32.660006,1933700,21.201233
2006-06-20,32.349999,32.660006,32.069995,32.180003,2086400,20.88964
2006-06-19,33.399995,33.540006,32.250001,32.359996,2779100,21.006482
2006-06-16,33.220003,33.52,33.060001,33.350004,3529400,21.649145
2006-06-15,32.040008,33.499993,32.020002,33.380005,5643900,21.66862
2006-06-14,31.449995,31.950004,31.349997,31.920004,6152300,20.720861
2006-06-13,32.500004,32.770001,31.300003,31.449995,10513800,20.415755
2006-06-12,33.700005,33.840003,32.180003,32.600005,7134600,21.162284
2006-06-09,33.510003,34.049996,33.26,33.729992,3288900,21.895815
2006-06-08,33.700005,33.719999,32.800001,33.510003,4266700,21.753009
2006-06-07,34.049996,34.43,33.599994,33.900004,3134200,22.006178
2006-06-06,34.590002,34.610006,33.689995,34.039999,4452200,22.097056
2006-06-05,35.300004,35.370002,34.309996,34.339996,4340400,22.291799
2006-06-02,35.089995,35.609995,34.880002,35.520007,3670700,23.057802
2006-06-01,34.699997,35.149999,34.610006,35.029994,4336900,22.739711
2006-05-31,34.07,34.95,34.07,34.889999,5449700,22.648833
2006-05-30,34.569996,34.650003,34.019995,34.079996,3688800,22.12302
2006-05-26,34.150007,34.799995,34.009999,34.629997,3066400,22.480052
2006-05-25,34.40,34.450004,33.480003,33.910001,5302100,22.012667
2006-05-24,34.390003,35.019998,33.499993,34.119994,4552600,22.148984
2006-05-23,34.529998,35.119996,34.40,34.490001,3992100,22.389174
2006-05-22,34.929993,34.970007,34.150007,34.439994,4911000,22.356712
2006-05-19,34.95,35.130006,34.550005,34.980001,5709200,22.707257
2006-05-18,34.970007,35.549994,34.769994,34.840005,4384800,22.616379
2006-05-17,34.799995,35.200003,34.590002,34.789998,6133600,22.583917
2006-05-16,36.249999,36.589993,34.69,34.850002,13497100,22.622869
2006-05-15,37.350002,38.130002,37.250004,37.970002,4782700,24.648216
2006-05-12,38.450005,38.550003,37.180006,37.250004,4735000,24.180829
2006-05-11,38.399998,38.750002,38.169999,38.669994,3574500,25.102616
2006-05-10,38.699995,38.989995,38.469996,38.669994,2768600,25.102616
